folder,file,instrument,level,lot,inkludert,ekskludert,mean_beregnet,mean_angitt,sd_beregnet,sd_angitt,cv_beregnet,cv_angitt,zstat,sd_ratio
Htc,Htc January_March 2026.xlsx,XR3,L1,60191101,78,0.0,0.19,0.193,0.003,0.008,1.32,4.15,-3.1,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR1,L1,53281101,55,0.0,0.193,0.188,0.003,0.008,1.4,4.26,4.247,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR2,L1,53281101,57,0.0,0.19,0.188,0.004,0.008,2.17,4.26,1.854,2.0
Htc,Htc January_March 2026.xlsx,XR3,L1,53281101,59,0.0,0.192,0.188,0.003,0.008,1.75,4.26,3.548,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR1,L2,60191102,110,0.0,0.347,0.352,0.004,0.008,1.01,2.27,-6.043,2.0
Htc,Htc January_March 2026.xlsx,XR2,L2,60191102,113,0.0,0.345,0.352,0.003,0.008,0.87,2.27,-9.913,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR3,L2,60191102,114,0.0,0.35,0.352,0.004,0.008,1.17,2.27,-3.243,2.0
Htc,Htc January_March 2026.xlsx,XR1,L2,53281102,157,0.0,0.357,0.355,0.004,0.008,1.03,2.25,2.993,2.0
Htc,Htc January_March 2026.xlsx,XR2,L2,53281102,157,0.0,0.353,0.355,0.004,0.008,1.08,2.25,-3.721,2.0
Htc,Htc January_March 2026.xlsx,XR3,L2,53281102,157,0.0,0.358,0.355,0.003,0.008,0.97,2.25,5.237,2.6666666666666665
Htc,Htc January_March 2026.xlsx,XR1,L3,60191103,14,0.0,0.451,0.457,0.003,0.007,0.65,1.53,-3.322,2.3333333333333335
Htc,Htc January_March 2026.xlsx,XR1,L3,60191103,61,0.0,0.452,0.451,0.004,0.007,0.98,1.55,0.933,1.75
Htc,Htc January_March 2026.xlsx,XR1,L3,60191103,75,0.0,0.452,0.452,0.004,0.007,0.93,1.55,-0.594,1.75
Htc,Htc January_March 2026.xlsx,XR2,L3,60191103,14,0.0,0.447,0.457,0.004,0.007,0.9,1.53,-5.231,1.75
Htc,Htc January_March 2026.xlsx,XR2,L3,60191103,60,1.0,0.447,0.451,0.004,0.007,0.9,1.55,-4.187,1.75
Htc,Htc January_March 2026.xlsx,XR2,L3,60191103,74,1.0,0.447,0.452,0.004,0.007,0.89,1.55,-6.045,1.75
Htc,Htc January_March 2026.xlsx,XR3,L3,60191103,14,0.0,0.454,0.457,0.004,0.007,0.89,1.53,-1.68,1.75
Htc,Htc January_March 2026.xlsx,XR3,L3,60191103,61,0.0,0.456,0.451,0.005,0.007,1.01,1.55,5.871,1.4
Htc,Htc January_March 2026.xlsx,XR3,L3,60191103,75,0.0,0.456,0.452,0.005,0.007,1.01,1.55,4.569,1.4
Htc,Htc January_March 2026.xlsx,XR1,L3,53281103,53,0.0,0.45,0.45,0.005,0.007,1.12,1.56,-0.098,1.4
Htc,Htc January_March 2026.xlsx,XR2,L3,53281103,46,0.0,0.446,0.45,0.005,0.007,1.06,1.56,-4.171,1.4
Htc,Htc January_March 2026.xlsx,XR3,L3,53281103,54,0.0,0.452,0.45,0.004,0.007,0.87,1.56,1.847,1.75
Htc,Htc January_March 2026.xlsx,XR3,L3,53281103,1589,1.0,0.334,0.335,0.093,0.008,27.83,2.58,-5.019,0.08602150537634409
Htc,Htc JuniJuli.xlsx,XR1,L1,61311101,96,0.0,0.19,0.193,0.002,0.008,1.31,4.15,-3.33,4.0
Htc,Htc JuniJuli.xlsx,XR2,L1,61311101,98,0.0,0.19,0.193,0.003,0.008,1.44,4.15,-3.119,2.6666666666666665
Htc,Htc JuniJuli.xlsx,XR3,L1,61311101,95,0.0,0.192,0.193,0.002,0.008,1.27,4.15,-1.68,4.0
Htc,Htc JuniJuli.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
Htc,Htc JuniJuli.xlsx,XR1,L1,60751101,28,0.0,0.188,0.187,0.002,0.008,1.23,4.28,0.52,4.0
Htc,Htc JuniJuli.xlsx,XR2,L1,60751101,30,0.0,0.189,0.187,0.003,0.008,1.4,4.28,1.324,2.6666666666666665
Htc,Htc JuniJuli.xlsx,XR3,L1,60751101,29,0.0,0.191,0.187,0.003,0.008,1.5,4.28,2.368,2.6666666666666665
Htc,Htc JuniJuli.xlsx,XR1,L2,61311102,144,0.0,0.351,0.355,0.004,0.008,1.08,2.25,-5.562,2.0
Htc,Htc JuniJuli.xlsx,XR2,L2,61311102,141,0.0,0.351,0.355,0.004,0.008,1.16,2.25,-5.832,2.0
Htc,Htc JuniJuli.xlsx,XR3,L2,61311102,141,0.0,0.354,0.355,0.004,0.008,1.14,2.25,-0.758,2.0
Htc,Htc JuniJuli.xlsx,XR1,L2,60751102,42,0.0,0.354,0.358,0.003,0.008,0.93,2.23,-3.24,2.6666666666666665
Htc,Htc JuniJuli.xlsx,XR2,L2,60751102,42,0.0,0.354,0.358,0.004,0.008,1.04,2.23,-2.874,2.0
Htc,Htc JuniJuli.xlsx,XR3,L2,60751102,42,0.0,0.358,0.358,0.004,0.008,1.25,2.23,-0.039,2.0
Htc,Htc JuniJuli.xlsx,XR1,L3,61311103,95,0.0,0.441,0.446,0.004,0.007,0.93,1.57,-6.654,1.75
Htc,Htc JuniJuli.xlsx,XR2,L3,61311103,94,0.0,0.441,0.446,0.004,0.007,0.93,1.57,-6.66,1.75
Htc,Htc JuniJuli.xlsx,XR3,L3,61311103,95,0.0,0.447,0.446,0.005,0.007,1.04,1.57,1.026,1.4
Htc,Htc JuniJuli.xlsx,XR1,L3,60751103,28,0.0,0.449,0.455,0.004,0.007,0.98,1.54,-4.887,1.75
Htc,Htc JuniJuli.xlsx,XR2,L3,60751103,28,0.0,0.45,0.455,0.004,0.007,0.88,1.54,-3.915,1.75
Htc,Htc JuniJuli.xlsx,XR3,L3,60751103,28,0.0,0.456,0.455,0.004,0.007,0.95,1.54,0.864,1.75
Htc,Htc JuniJuli.xlsx,XR3,L3,60751103,1297,0.0,0.332,0.334,0.098,0.008,29.63,2.61,-11.553,0.08163265306122448
Lymph,Lmyph# JuniJuli.xlsx,XR1,L1,61311101,96,0.0,1.093,1.08,0.042,0.1,3.81,9.26,1.296,2.380952380952381
Lymph,Lmyph# JuniJuli.xlsx,XR2,L1,61311101,98,0.0,1.081,1.08,0.035,0.1,3.24,9.26,0.051,2.857142857142857
Lymph,Lmyph# JuniJuli.xlsx,XR3,L1,61311101,95,0.0,1.061,1.08,0.037,0.1,3.46,9.26,-1.826,2.702702702702703
Lymph,Lmyph# JuniJuli.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
Lymph,Lmyph# JuniJuli.xlsx,XR1,L1,60751101,28,0.0,1.186,1.15,0.042,0.1,3.51,8.7,1.89,2.380952380952381
Lymph,Lmyph# JuniJuli.xlsx,XR2,L1,60751101,30,0.0,1.148,1.15,0.038,0.1,3.34,8.7,-0.128,2.6315789473684212
Lymph,Lmyph# JuniJuli.xlsx,XR3,L1,60751101,29,0.0,1.135,1.15,0.045,0.1,4.01,8.7,-0.817,2.2222222222222223
Lymph,Lmyph# JuniJuli.xlsx,XR1,L2,61311102,144,0.0,2.141,2.13,0.057,0.15,2.67,7.04,0.867,2.631578947368421
Lymph,Lmyph# JuniJuli.xlsx,XR2,L2,61311102,141,0.0,2.107,2.13,0.052,0.15,2.46,7.04,-1.836,2.8846153846153846
Lymph,Lmyph# JuniJuli.xlsx,XR3,L2,61311102,141,0.0,2.105,2.13,0.047,0.15,2.25,7.04,-1.982,3.1914893617021276
Lymph,Lmyph# JuniJuli.xlsx,XR1,L2,60751102,42,0.0,2.257,2.23,0.055,0.15,2.42,6.73,1.183,2.727272727272727
Lymph,Lmyph# JuniJuli.xlsx,XR2,L2,60751102,42,0.0,2.206,2.23,0.054,0.15,2.46,6.73,-1.039,2.7777777777777777
Lymph,Lmyph# JuniJuli.xlsx,XR3,L2,60751102,42,0.0,2.187,2.23,0.039,0.15,1.79,6.73,-1.841,3.846153846153846
Lymph,Lmyph# JuniJuli.xlsx,XR1,L3,61311103,95,0.0,4.401,4.39,0.085,0.2,1.93,4.56,0.544,2.3529411764705883
Lymph,Lmyph# JuniJuli.xlsx,XR2,L3,61311103,94,0.0,4.335,4.39,0.078,0.2,1.79,4.56,-2.671,2.5641025641025643
Lymph,Lmyph# JuniJuli.xlsx,XR3,L3,61311103,95,0.0,4.303,4.39,0.076,0.2,1.78,4.56,-4.217,2.6315789473684212
Lymph,Lmyph# JuniJuli.xlsx,XR1,L3,60751103,28,0.0,4.346,4.32,0.076,0.2,1.74,4.63,0.69,2.6315789473684212
Lymph,Lmyph# JuniJuli.xlsx,XR2,L3,60751103,28,0.0,4.243,4.32,0.079,0.2,1.86,4.63,-2.032,2.5316455696202533
Lymph,Lmyph# JuniJuli.xlsx,XR3,L3,60751103,28,0.0,4.236,4.32,0.071,0.2,1.66,4.63,-2.23,2.8169014084507045
Lymph,Lmyph# JuniJuli.xlsx,XR3,L3,60751103,1297,0.0,2.458,2.477,1.258,0.15,51.19,6.92,-4.537,0.1192368839427663
Lymph,Lymp_JanuaryMars.xlsx,XR1,L1,60191101,76,0.0,1.178,1.16,0.038,0.1,3.23,8.62,1.571,2.6315789473684212
Lymph,Lymp_JanuaryMars.xlsx,XR2,L1,60191101,77,0.0,1.157,1.16,0.036,0.1,3.11,8.62,-0.239,2.777777777777778
Lymph,Lymp_JanuaryMars.xlsx,XR3,L1,60191101,78,0.0,1.132,1.16,0.036,0.1,3.18,8.62,-2.514,2.777777777777778
Lymph,Lymp_JanuaryMars.xlsx,XR1,L1,53281101,55,0.0,1.185,1.17,0.039,0.1,3.28,8.55,1.119,2.5641025641025643
Lymph,Lymp_JanuaryMars.xlsx,XR2,L1,53281101,57,0.0,1.194,1.17,0.046,0.1,3.89,8.55,1.815,2.173913043478261
Lymph,Lymp_JanuaryMars.xlsx,XR3,L1,53281101,59,0.0,1.155,1.17,0.035,0.1,3.06,8.55,-1.12,2.857142857142857
Lymph,Lymp_JanuaryMars.xlsx,XR1,L2,60191102,110,0.0,2.15,2.16,0.064,0.15,2.97,6.94,-0.718,2.34375
Lymph,Lymp_JanuaryMars.xlsx,XR2,L2,60191102,113,0.0,2.134,2.16,0.048,0.15,2.26,6.94,-1.825,3.125
Lymph,Lymp_JanuaryMars.xlsx,XR3,L2,60191102,114,0.0,2.117,2.16,0.059,0.15,2.77,6.94,-3.072,2.542372881355932
Lymph,Lymp_JanuaryMars.xlsx,XR1,L2,53281102,157,0.0,2.23,2.22,0.059,0.15,2.63,6.76,0.83,2.542372881355932
Lymph,Lymp_JanuaryMars.xlsx,XR2,L2,53281102,157,0.0,2.223,2.22,0.053,0.15,2.38,6.76,0.282,2.830188679245283
Lymph,Lymp_JanuaryMars.xlsx,XR3,L2,53281102,157,0.0,2.197,2.22,0.057,0.15,2.6,6.76,-1.931,2.631578947368421
Lymph,Lymp_JanuaryMars.xlsx,XR1,L3,60191103,75,0.0,4.012,4.06,0.117,0.2,2.91,4.93,-2.084,1.7094017094017093
Lymph,Lymp_JanuaryMars.xlsx,XR2,L3,60191103,74,0.0,4.002,4.06,0.071,0.2,1.78,4.93,-2.488,2.8169014084507045
Lymph,Lymp_JanuaryMars.xlsx,XR3,L3,60191103,75,0.0,3.961,4.06,0.071,0.2,1.78,4.93,-4.301,2.8169014084507045
Lymph,Lymp_JanuaryMars.xlsx,XR1,L3,53281103,53,0.0,4.35,4.35,0.072,0.2,1.64,4.6,-0.007,2.777777777777778
Lymph,Lymp_JanuaryMars.xlsx,XR2,L3,53281103,46,0.0,4.353,4.35,0.078,0.2,1.8,4.6,0.096,2.5641025641025643
Lymph,Lymp_JanuaryMars.xlsx,XR3,L3,53281103,54,0.0,4.302,4.35,0.092,0.2,2.14,4.6,-1.762,2.173913043478261
Lymph,Lymp_JanuaryMars.xlsx,XR3,L3,53281103,1587,0.0,2.387,2.405,1.065,0.149,44.61,6.8,-4.716,0.13990610328638498
Lymph,Lymph#AprilMai.xlsx,XR1,L1,60751101,88,0.0,1.18,1.15,0.046,0.1,3.93,8.7,2.804,2.173913043478261
Lymph,Lymph#AprilMai.xlsx,XR2,L1,60751101,86,0.0,1.149,1.15,0.036,0.1,3.12,8.7,-0.075,2.777777777777778
Lymph,Lymph#AprilMai.xlsx,XR3,L1,60751101,84,0.0,1.137,1.15,0.038,0.1,3.38,8.7,-1.222,2.6315789473684212
Lymph,Lymph#AprilMai.xlsx,XR1,L1,60191101,41,0.0,1.187,1.16,0.03,0.1,2.56,8.62,1.702,3.3333333333333335
Lymph,Lymph#AprilMai.xlsx,XR2,L1,60191101,38,0.0,1.151,1.16,0.036,0.1,3.16,8.62,-0.584,2.777777777777778
Lymph,Lymph#AprilMai.xlsx,XR3,L1,60191101,38,0.0,1.149,1.16,0.036,0.1,3.12,8.62,-0.649,2.777777777777778
Lymph,Lymph#AprilMai.xlsx,XR1,L2,60751102,130,0.0,2.248,2.23,0.064,0.15,2.86,6.73,1.333,2.34375
Lymph,Lymph#AprilMai.xlsx,XR2,L2,60751102,127,0.0,2.214,2.23,0.059,0.15,2.69,6.73,-1.219,2.542372881355932
Lymph,Lymph#AprilMai.xlsx,XR3,L2,60751102,126,0.0,2.191,2.23,0.054,0.15,2.49,6.73,-2.916,2.7777777777777777
Lymph,Lymph#AprilMai.xlsx,XR1,L2,60191102,57,0.0,2.179,2.16,0.056,0.15,2.56,6.94,0.945,2.6785714285714284
Lymph,Lymph#AprilMai.xlsx,XR2,L2,60191102,56,0.0,2.124,2.16,0.047,0.15,2.22,6.94,-1.817,3.1914893617021276
Lymph,Lymph#AprilMai.xlsx,XR3,L2,60191102,55,0.0,2.118,2.16,0.054,0.15,2.55,6.94,-2.086,2.7777777777777777
Lymph,Lymph#AprilMai.xlsx,XR1,L3,60751103,85,0.0,4.331,4.32,0.094,0.2,2.18,4.63,0.521,2.127659574468085
Lymph,Lymph#AprilMai.xlsx,XR2,L3,60751103,84,0.0,4.262,4.32,0.08,0.2,1.87,4.63,-2.657,2.5
Lymph,Lymph#AprilMai.xlsx,XR3,L3,60751103,84,0.0,4.216,4.32,0.061,0.2,1.44,4.63,-4.784,3.278688524590164
Lymph,Lymph#AprilMai.xlsx,XR1,L3,60191103,38,0.0,4.074,4.06,0.056,0.2,1.38,4.93,0.438,3.5714285714285716
Lymph,Lymph#AprilMai.xlsx,XR2,L3,60191103,38,0.0,4.033,4.06,0.094,0.2,2.33,4.93,-0.835,2.127659574468085
Lymph,Lymph#AprilMai.xlsx,XR3,L3,60191103,42,0.0,3.972,4.06,0.082,0.2,2.07,4.93,-2.855,2.4390243902439024
Lymph,Lymph#AprilMai.xlsx,XR3,L3,60191103,1297,0.0,2.466,2.484,1.178,0.15,47.78,6.75,-4.277,0.1273344651952462
MCH,MCH April og Mai 2026.xlsx,XR1,L1,60751101,88,0.0,23.67,23.5,0.23,0.32,0.98,1.36,4.864,1.391304347826087
MCH,MCH April og Mai 2026.xlsx,XR2,L1,60751101,86,0.0,23.84,23.5,0.21,0.32,0.9,1.36,9.806,1.523809523809524
MCH,MCH April og Mai 2026.xlsx,XR3,L1,60751101,84,0.0,23.47,23.5,0.2,0.32,0.84,1.36,-0.818,1.5999999999999999
MCH,MCH April og Mai 2026.xlsx,XR1,L1,60191101,41,0.0,23.83,23.7,0.24,0.32,1.02,1.35,2.684,1.3333333333333335
MCH,MCH April og Mai 2026.xlsx,XR2,L1,60191101,38,0.0,23.92,23.7,0.2,0.32,0.85,1.35,4.157,1.5999999999999999
MCH,MCH April og Mai 2026.xlsx,XR3,L1,60191101,38,0.0,23.43,23.7,0.25,0.32,1.05,1.35,-5.272,1.28
MCH,MCH April og Mai 2026.xlsx,XR1,L2,60751102,132,0.0,28.1,28.1,0.23,0.4,0.82,1.42,0.065,1.7391304347826086
MCH,MCH April og Mai 2026.xlsx,XR2,L2,60751102,127,0.0,28.29,28.1,0.21,0.4,0.73,1.42,5.435,1.9047619047619049
MCH,MCH April og Mai 2026.xlsx,XR3,L2,60751102,126,0.0,27.88,28.1,0.22,0.4,0.77,1.42,-6.036,1.8181818181818183
MCH,MCH April og Mai 2026.xlsx,XR1,L2,60191102,58,0.0,27.81,27.6,0.21,0.4,0.76,1.45,3.939,1.9047619047619049
MCH,MCH April og Mai 2026.xlsx,XR2,L2,60191102,56,0.0,27.96,27.6,0.21,0.4,0.76,1.45,6.682,1.9047619047619049
MCH,MCH April og Mai 2026.xlsx,XR3,L2,60191102,55,0.0,27.35,27.6,0.22,0.4,0.8,1.45,-4.652,1.8181818181818183
MCH,MCH April og Mai 2026.xlsx,XR1,L3,60751103,85,0.0,30.35,30.5,0.22,0.4,0.71,1.31,-3.471,1.8181818181818183
MCH,MCH April og Mai 2026.xlsx,XR2,L3,60751103,84,0.0,30.78,30.5,0.18,0.4,0.59,1.31,6.328,2.2222222222222223
MCH,MCH April og Mai 2026.xlsx,XR3,L3,60751103,84,0.0,30.19,30.5,0.19,0.4,0.64,1.31,-7.174,2.1052631578947367
MCH,MCH April og Mai 2026.xlsx,XR1,L3,60191103,38,0.0,29.7,29.5,0.2,0.4,0.67,1.36,3.123,2.0
MCH,MCH April og Mai 2026.xlsx,XR2,L3,60191103,38,0.0,30.02,29.5,0.19,0.4,0.62,1.36,7.989,2.1052631578947367
MCH,MCH April og Mai 2026.xlsx,XR3,L3,60191103,42,0.0,29.35,29.5,0.21,0.4,0.72,1.36,-2.469,1.9047619047619049
MCH,MCH April og Mai 2026.xlsx,XR3,L3,60191103,1300,0.0,27.37,27.32,2.55,0.38,9.32,1.38,4.827,0.14901960784313728
MCH,MCH JuniJuli2026.xlsx,XR1,L1,61311101,96,0.0,23.77,23.7,0.24,0.32,1.0,1.35,2.105,1.3333333333333335
MCH,MCH JuniJuli2026.xlsx,XR2,L1,61311101,97,1.0,23.99,23.7,0.22,0.32,0.91,1.35,8.979,1.4545454545454546
MCH,MCH JuniJuli2026.xlsx,XR3,L1,61311101,95,0.0,23.58,23.7,0.2,0.32,0.87,1.35,-3.559,1.5999999999999999
MCH,MCH JuniJuli2026.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
MCH,MCH JuniJuli2026.xlsx,XR1,L1,60751101,10,0.0,23.68,23.5,0.2,0.32,0.84,1.36,1.779,1.5999999999999999
MCH,MCH JuniJuli2026.xlsx,XR1,L1,60751101,18,0.0,23.69,23.67,0.26,0.32,1.08,1.35,0.324,1.2307692307692308
MCH,MCH JuniJuli2026.xlsx,XR1,L1,60751101,28,0.0,23.69,23.61,0.23,0.32,0.98,1.35,1.323,1.391304347826087
MCH,MCH JuniJuli2026.xlsx,XR2,L1,60751101,11,0.0,24.03,23.5,0.18,0.32,0.77,1.36,5.465,1.777777777777778
MCH,MCH JuniJuli2026.xlsx,XR2,L1,60751101,19,1.0,24.05,23.67,0.26,0.32,1.07,1.35,5.14,1.2307692307692308
MCH,MCH JuniJuli2026.xlsx,XR2,L1,60751101,30,1.0,24.04,23.61,0.23,0.32,0.96,1.35,7.4,1.391304347826087
MCH,MCH JuniJuli2026.xlsx,XR3,L1,60751101,10,0.0,23.45,23.5,0.21,0.32,0.9,1.36,-0.494,1.523809523809524
MCH,MCH JuniJuli2026.xlsx,XR3,L1,60751101,19,0.0,23.4,23.67,0.17,0.32,0.74,1.35,-3.678,1.8823529411764706
MCH,MCH JuniJuli2026.xlsx,XR3,L1,60751101,29,0.0,23.42,23.61,0.19,0.32,0.79,1.35,-3.267,1.6842105263157894
MCH,MCH JuniJuli2026.xlsx,XR1,L2,61311102,144,0.0,27.18,27.3,0.21,0.4,0.78,1.47,-3.708,1.9047619047619049
MCH,MCH JuniJuli2026.xlsx,XR2,L2,61311102,141,0.0,27.48,27.3,0.23,0.4,0.85,1.47,5.306,1.7391304347826086
MCH,MCH JuniJuli2026.xlsx,XR3,L2,61311102,141,0.0,27.0,27.3,0.18,0.4,0.68,1.47,-8.906,2.2222222222222223
MCH,MCH JuniJuli2026.xlsx,XR1,L2,60751102,42,0.0,28.09,28.1,0.21,0.4,0.76,1.42,-0.231,1.9047619047619049
MCH,MCH JuniJuli2026.xlsx,XR2,L2,60751102,42,0.0,28.44,28.1,0.17,0.4,0.61,1.42,5.516,2.3529411764705883
MCH,MCH JuniJuli2026.xlsx,XR3,L2,60751102,42,0.0,27.88,28.1,0.23,0.4,0.83,1.42,-3.626,1.7391304347826086
MCH,MCH JuniJuli2026.xlsx,XR1,L3,61311103,95,0.0,30.0,30.2,0.19,0.4,0.64,1.32,-4.771,2.1052631578947367
MCH,MCH JuniJuli2026.xlsx,XR2,L3,61311103,94,0.0,30.42,30.2,0.17,0.4,0.57,1.32,5.415,2.3529411764705883
MCH,MCH JuniJuli2026.xlsx,XR3,L3,61311103,95,0.0,29.85,30.2,0.23,0.4,0.77,1.32,-8.644,1.7391304347826086
MCH,MCH JuniJuli2026.xlsx,XR1,L3,60751103,28,0.0,30.51,30.5,0.21,0.4,0.7,1.31,0.094,1.9047619047619049
MCH,MCH JuniJuli2026.xlsx,XR2,L3,60751103,28,0.0,30.85,30.5,0.22,0.4,0.71,1.31,4.63,1.8181818181818183
MCH,MCH JuniJuli2026.xlsx,XR3,L3,60751103,28,0.0,30.22,30.5,0.17,0.4,0.58,1.31,-3.732,2.3529411764705883
MCH,MCH JuniJuli2026.xlsx,XR3,L3,60751103,1296,2.0,27.15,27.17,2.48,0.38,9.13,1.39,-2.204,0.1532258064516129
MCH,MCH_January March 2026.xlsx,XR1,L1,60191101,78,0.0,23.97,23.7,0.21,0.32,0.88,1.35,7.431,1.523809523809524
MCH,MCH_January March 2026.xlsx,XR2,L1,60191101,77,0.0,23.66,23.7,0.28,0.32,1.19,1.35,-1.175,1.1428571428571428
MCH,MCH_January March 2026.xlsx,XR3,L1,60191101,78,0.0,23.65,23.7,0.28,0.32,1.2,1.35,-1.274,1.1428571428571428
MCH,MCH_January March 2026.xlsx,XR1,L1,53281101,55,0.0,23.85,23.8,0.24,0.32,0.99,1.34,1.096,1.3333333333333335
MCH,MCH_January March 2026.xlsx,XR2,L1,53281101,55,2.0,23.53,23.8,0.21,0.32,0.9,1.34,-6.236,1.523809523809524
MCH,MCH_January March 2026.xlsx,XR3,L1,53281101,59,0.0,23.55,23.8,0.21,0.32,0.9,1.34,-5.981,1.523809523809524
MCH,MCH_January March 2026.xlsx,XR1,L2,60191102,110,0.0,27.92,27.6,0.22,0.4,0.79,1.45,8.319,1.8181818181818183
MCH,MCH_January March 2026.xlsx,XR2,L2,60191102,113,0.0,27.61,27.6,0.26,0.4,0.93,1.45,0.282,1.5384615384615385
MCH,MCH_January March 2026.xlsx,XR3,L2,60191102,114,0.0,27.56,27.6,0.23,0.4,0.83,1.45,-1.171,1.7391304347826086
MCH,MCH_January March 2026.xlsx,XR1,L2,53281102,157,0.0,27.43,27.2,0.2,0.4,0.71,1.47,7.143,2.0
MCH,MCH_January March 2026.xlsx,XR2,L2,53281102,157,0.0,27.03,27.2,0.23,0.4,0.85,1.47,-5.267,1.7391304347826086
MCH,MCH_January March 2026.xlsx,XR3,L2,53281102,157,0.0,27.06,27.2,0.19,0.4,0.71,1.47,-4.489,2.1052631578947367
MCH,MCH_January March 2026.xlsx,XR1,L3,60191103,75,0.0,29.95,29.5,0.19,0.4,0.63,1.36,9.757,2.1052631578947367
MCH,MCH_January March 2026.xlsx,XR2,L3,60191103,74,0.0,29.65,29.5,0.26,0.4,0.86,1.36,3.168,1.5384615384615385
MCH,MCH_January March 2026.xlsx,XR3,L3,60191103,75,0.0,29.52,29.5,0.24,0.4,0.82,1.36,0.491,1.6666666666666667
MCH,MCH_January March 2026.xlsx,XR1,L3,53281103,53,0.0,30.52,30.1,0.25,0.4,0.8,1.33,7.589,1.6
MCH,MCH_January March 2026.xlsx,XR2,L3,53281103,46,0.0,30.05,30.1,0.23,0.4,0.75,1.33,-0.774,1.7391304347826086
MCH,MCH_January March 2026.xlsx,XR3,L3,53281103,54,0.0,30.19,30.1,0.23,0.4,0.77,1.33,1.599,1.7391304347826086
MCH,MCH_January March 2026.xlsx,XR3,L3,53281103,1587,2.0,27.06,27.01,2.23,0.38,8.26,1.41,5.044,0.17040358744394618
MCHC,MCHC April og Mai 2026.xlsx,XR1,L1,60751101,88,0.0,33.38,32.5,0.42,0.9,1.25,2.77,9.168,2.142857142857143
MCHC,MCHC April og Mai 2026.xlsx,XR2,L1,60751101,86,0.0,33.42,32.5,0.41,0.9,1.24,2.77,9.525,2.1951219512195124
MCHC,MCHC April og Mai 2026.xlsx,XR3,L1,60751101,84,0.0,32.8,32.0,0.41,0.9,1.25,2.81,8.195,2.1951219512195124
MCHC,MCHC April og Mai 2026.xlsx,XR1,L1,60191101,41,0.0,33.33,32.6,0.46,0.9,1.37,2.76,5.188,1.9565217391304348
MCHC,MCHC April og Mai 2026.xlsx,XR2,L1,60191101,38,0.0,33.14,32.6,0.42,0.9,1.25,2.76,3.677,2.142857142857143
MCHC,MCHC April og Mai 2026.xlsx,XR3,L1,60191101,38,0.0,32.39,32.6,0.36,0.9,1.1,2.76,-1.46,2.5
MCHC,MCHC April og Mai 2026.xlsx,XR1,L2,60751102,132,0.0,34.01,33.5,0.41,0.64,1.2,1.91,9.18,1.5609756097560976
MCHC,MCHC April og Mai 2026.xlsx,XR2,L2,60751102,127,0.0,34.05,33.5,0.37,0.64,1.09,1.91,9.705,1.7297297297297298
MCHC,MCHC April og Mai 2026.xlsx,XR3,L2,60751102,126,0.0,33.52,33.5,0.33,0.64,0.99,1.91,0.418,1.9393939393939394
MCHC,MCHC April og Mai 2026.xlsx,XR1,L2,60191102,58,0.0,34.06,33.5,0.37,0.64,1.09,1.91,6.647,1.7297297297297298
MCHC,MCHC April og Mai 2026.xlsx,XR2,L2,60191102,56,0.0,34.0,33.5,0.35,0.64,1.04,1.91,5.846,1.8285714285714287
MCHC,MCHC April og Mai 2026.xlsx,XR3,L2,60191102,55,0.0,33.17,33.5,0.34,0.64,1.03,1.91,-3.835,1.8823529411764706
MCHC,MCHC April og Mai 2026.xlsx,XR1,L3,60751103,85,0.0,34.41,34.1,0.31,0.9,0.91,2.64,3.145,2.903225806451613
MCHC,MCHC April og Mai 2026.xlsx,XR2,L3,60751103,84,0.0,34.64,34.1,0.31,0.9,0.88,2.64,5.516,2.903225806451613
MCHC,MCHC April og Mai 2026.xlsx,XR3,L3,60751103,84,0.0,34.0,34.1,0.34,0.9,1.0,2.64,-0.97,2.6470588235294117
MCHC,MCHC April og Mai 2026.xlsx,XR1,L3,60191103,38,0.0,34.31,33.9,0.33,0.9,0.96,2.65,2.794,2.727272727272727
MCHC,MCHC April og Mai 2026.xlsx,XR2,L3,60191103,38,0.0,34.36,33.9,0.29,0.9,0.84,2.65,3.172,3.1034482758620694
MCHC,MCHC April og Mai 2026.xlsx,XR3,L3,60191103,42,0.0,33.57,33.9,0.3,0.9,0.89,2.65,-2.366,3.0
MCHC,MCHC April og Mai 2026.xlsx,XR3,L3,60191103,1300,0.0,33.75,33.34,0.65,0.79,1.93,2.37,18.707,1.2153846153846155
MCHC,MCHC Juni Juli.xlsx,XR1,L1,61311101,96,0.0,32.93,32.1,0.48,0.9,1.47,2.8,9.061,1.8750000000000002
MCHC,MCHC Juni Juli.xlsx,XR2,L1,61311101,98,0.0,33.06,32.1,0.42,0.9,1.28,2.8,10.539,2.142857142857143
MCHC,MCHC Juni Juli.xlsx,XR3,L1,61311101,95,0.0,32.4,32.1,0.36,0.9,1.11,2.8,3.249,2.5
MCHC,MCHC Juni Juli.xlsx,XR3,L1,61311101,1,0.0,,,,,,,,
MCHC,MCHC Juni Juli.xlsx,XR1,L1,60751101,28,0.0,33.27,32.5,0.45,0.9,1.35,2.77,4.536,2.0
